Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Count,Protocols
8.211.3.122,192.168.18.114,TLS,443,50913,4,['TLS']
8.211.3.122,192.168.18.114,TLS,443,50914,4,['TLS']
192.168.18.114,18.172.202.23,TCP,50921,80,5,['TCP']
18.172.202.23,192.168.18.114,TCP,80,50921,4,['TCP']
192.168.18.114,18.172.202.23,HTTP,50921,80,1,['HTTP']
18.172.202.23,192.168.18.114,DATA,80,50921,1,['DATA']
192.168.18.114,54.254.196.234,TCP,50922,80,4,['TCP']
192.168.18.114,54.255.213.202,TCP,50923,80,4,['TCP']
192.168.18.114,18.172.202.23,TCP,50924,80,5,['TCP']
54.254.196.234,192.168.18.114,TCP,80,50922,4,['TCP']
54.255.213.202,192.168.18.114,TCP,80,50923,4,['TCP']
192.168.18.114,54.254.196.234,HTTP,50922,80,1,['HTTP']
192.168.18.114,54.255.213.202,URLENCODED-FORM,50923,80,1,['URLENCODED-FORM']
18.172.202.23,192.168.18.114,TCP,80,50924,5,['TCP']
54.255.213.202,192.168.18.114,DATA,80,50923,1,['DATA']
54.254.196.234,192.168.18.114,HTTP,80,50922,1,['HTTP']
192.168.18.114,18.172.202.23,HTTP,50924,80,1,['HTTP']
18.172.202.23,192.168.18.114,DATA,80,50924,1,['DATA']
192.168.18.114,54.255.213.202,TCP,50925,80,4,['TCP']
192.168.18.114,54.254.196.234,TCP,50926,80,4,['TCP']
54.255.213.202,192.168.18.114,TCP,80,50925,4,['TCP']
192.168.18.114,54.255.213.202,URLENCODED-FORM,50925,80,1,['URLENCODED-FORM']
192.168.18.114,65.9.17.14,TCP,50927,80,5,['TCP']
54.254.196.234,192.168.18.114,TCP,80,50926,4,['TCP']
192.168.18.114,54.254.196.234,HTTP,50926,80,1,['HTTP']
65.9.17.14,192.168.18.114,TCP,80,50927,4,['TCP']
54.255.213.202,192.168.18.114,DATA,80,50925,1,['DATA']
54.254.196.234,192.168.18.114,HTTP,80,50926,1,['HTTP']
192.168.18.114,65.9.17.14,HTTP,50927,80,1,['HTTP']
65.9.17.14,192.168.18.114,DATA,80,50927,1,['DATA']
192.168.18.114,23.194.53.209,TCP,50928,443,5,['TCP']
23.194.53.209,192.168.18.114,TCP,443,50928,14,['TCP']
192.168.18.114,23.194.53.209,TLS,50928,443,5,['TLS']
23.194.53.209,192.168.18.114,TLS,443,50928,5,['TLS']
192.168.18.114,54.255.213.202,TCP,50929,80,4,['TCP']
54.255.213.202,192.168.18.114,TCP,80,50929,4,['TCP']
192.168.18.114,54.255.213.202,URLENCODED-FORM,50929,80,1,['URLENCODED-FORM']
54.255.213.202,192.168.18.114,DATA,80,50929,1,['DATA']
192.168.18.114,152.195.38.76,TCP,50930,80,9,['TCP']
152.195.38.76,192.168.18.114,TCP,80,50930,6,['TCP']
192.168.18.114,152.195.38.76,OCSP,50930,80,4,['OCSP']
152.195.38.76,192.168.18.114,OCSP,80,50930,4,['OCSP']
192.168.18.114,49.231.57.24,TCP,50931,443,7,['TCP']
49.231.57.24,192.168.18.114,TCP,443,50931,6,['TCP']
192.168.18.114,49.231.57.24,TLS,50931,443,5,['TLS']
49.231.57.24,192.168.18.114,TLS,443,50931,9,['TLS']
192.168.18.114,142.250.198.35,TCP,50932,443,8,['TCP']
192.168.18.114,142.250.198.35,TCP,50933,443,6,['TCP']
142.250.198.35,192.168.18.114,TCP,443,50932,15,['TCP']
192.168.18.114,142.250.198.35,TLS,50932,443,15,['TLS']
142.250.198.35,192.168.18.114,TCP,443,50933,6,['TCP']
142.250.198.35,192.168.18.114,TLS,443,50932,19,['TLS']
192.168.18.114,142.250.198.35,TLS,50933,443,3,['TLS']
142.250.198.35,192.168.18.114,TLS,443,50933,3,['TLS']
192.168.18.114,142.250.198.35,DATA,50933,443,2,['DATA']
192.168.18.114,100.127.1.12,DNS,59771,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,55930,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,59771,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,55930,1,['DNS']
192.168.18.114,8.8.4.4,QUIC,58742,443,10,['QUIC']
192.168.18.114,8.8.4.4,_WS.MALFORMED,58742,443,1,['_WS.MALFORMED']
8.8.4.4,192.168.18.114,QUIC,443,58742,12,['QUIC']
192.168.18.114,23.2.16.89,TCP,50934,443,5,['TCP']
23.2.16.89,192.168.18.114,TCP,443,50934,19,['TCP']
192.168.18.114,23.2.16.89,TLS,50934,443,4,['TLS']
23.2.16.89,192.168.18.114,TLS,443,50934,6,['TLS']
192.168.18.114,142.250.198.35,DATA,50932,443,5,['DATA']
192.168.18.114,74.125.138.94,TCP,50935,443,8,['TCP']
192.168.18.114,74.125.138.94,TCP,50936,443,7,['TCP']
74.125.138.94,192.168.18.114,TCP,443,50935,24,['TCP']
192.168.18.114,74.125.138.94,TLS,50935,443,22,['TLS']
74.125.138.94,192.168.18.114,TCP,443,50936,10,['TCP']
74.125.138.94,192.168.18.114,TLS,443,50935,16,['TLS']
192.168.18.114,74.125.138.94,TLS,50936,443,3,['TLS']
74.125.138.94,192.168.18.114,TLS,443,50936,3,['TLS']
192.168.18.114,35.215.90.198,TCP,50937,443,6,['TCP']
192.168.18.114,35.215.90.198,TCP,50938,443,13,['TCP']
35.215.90.198,192.168.18.114,TCP,443,50937,6,['TCP']
192.168.18.114,35.215.90.198,TLS,50937,443,8,['TLS']
35.215.90.198,192.168.18.114,TCP,443,50938,13,['TCP']
192.168.18.114,35.215.90.198,TLS,50938,443,3,['TLS']
35.215.90.198,192.168.18.114,TLS,443,50937,8,['TLS']
35.215.90.198,192.168.18.114,TLS,443,50938,5,['TLS']
192.168.18.114,23.2.16.89,DATA,50934,443,13,['DATA']
192.168.18.114,74.125.138.94,DATA,50936,443,3,['DATA']
192.168.18.114,74.125.138.94,DATA,50935,443,7,['DATA']
192.168.18.114,35.215.90.198,DATA,50938,443,3,['DATA']
192.168.18.114,18.136.191.214,_WS.MALFORMED,54025,53,1,['_WS.MALFORMED']
192.168.18.114,18.136.191.214,_WS.MALFORMED,54027,53,1,['_WS.MALFORMED']
18.136.191.214,192.168.18.114,_WS.MALFORMED,53,54025,1,['_WS.MALFORMED']
18.136.191.214,192.168.18.114,_WS.MALFORMED,53,54027,1,['_WS.MALFORMED']
192.168.18.114,54.255.213.200,TCP,50939,80,4,['TCP']
54.255.213.200,192.168.18.114,TCP,80,50939,4,['TCP']
192.168.18.114,54.255.213.200,MIME_MULTIPART,50939,80,1,['MIME_MULTIPART']
54.255.213.200,192.168.18.114,DATA,80,50939,1,['DATA']
192.168.18.113,224.0.0.251,MDNS,5353,5353,170,['MDNS']
192.168.18.114,104.192.108.79,TCP,50940,80,31,['TCP']
104.192.108.79,192.168.18.114,TCP,80,50940,16,['TCP']
192.168.18.114,52.113.194.132,TCP,50941,443,7,['TCP']
52.113.194.132,192.168.18.114,TCP,443,50941,20,['TCP']
192.168.18.114,52.113.194.132,TLS,50941,443,4,['TLS']
52.113.194.132,192.168.18.114,TLS,443,50941,14,['TLS']
192.168.18.114,100.127.1.12,DNS,65234,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,65349,53,5,['DNS']
100.127.1.12,192.168.18.114,DNS,53,65234,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,65349,5,['DNS']
192.168.18.114,8.8.4.4,QUIC,65114,443,10,['QUIC']
8.8.4.4,192.168.18.114,QUIC,443,65114,13,['QUIC']
192.168.18.114,204.79.197.239,TCP,50942,443,3,['TCP']
204.79.197.239,192.168.18.114,TCP,443,50942,8,['TCP']
192.168.18.114,204.79.197.239,TLS,50942,443,6,['TLS']
204.79.197.239,192.168.18.114,TLS,443,50942,5,['TLS']
192.168.18.114,8.8.8.8,DNS,63528,53,1,['DNS']
8.8.8.8,192.168.18.114,DNS,53,63528,1,['DNS']
192.168.18.114,100.127.1.12,DNS,57728,53,9,['DNS']
192.168.18.114,100.127.1.12,DNS,53090,53,11,['DNS']
100.127.1.12,192.168.18.114,DNS,53,57728,9,['DNS']
100.127.1.12,192.168.18.114,DNS,53,53090,11,['DNS']
192.168.18.114,54.179.136.136,TCP,50943,80,4,['TCP']
192.168.18.114,52.74.242.156,TCP,50944,443,5,['TCP']
54.179.136.136,192.168.18.114,TCP,80,50943,4,['TCP']
52.74.242.156,192.168.18.114,TCP,443,50944,7,['TCP']
192.168.18.114,54.179.136.136,URLENCODED-FORM,50943,80,1,['URLENCODED-FORM']
54.179.136.136,192.168.18.114,DATA,80,50943,1,['DATA']
192.168.18.114,54.254.196.234,TCP,50945,80,4,['TCP']
192.168.18.114,52.74.242.156,TLS,50944,443,4,['TLS']
54.254.196.234,192.168.18.114,TCP,80,50945,4,['TCP']
192.168.18.114,54.254.196.234,HTTP,50945,80,1,['HTTP']
52.74.242.156,192.168.18.114,TLS,443,50944,4,['TLS']
54.254.196.234,192.168.18.114,HTTP,80,50945,1,['HTTP']
192.168.18.114,52.74.242.156,TCP,50946,443,6,['TCP']
52.74.242.156,192.168.18.114,TCP,443,50946,8,['TCP']
192.168.18.114,52.74.242.156,TLS,50946,443,4,['TLS']
52.74.242.156,192.168.18.114,TLS,443,50946,5,['TLS']
192.168.18.114,54.251.106.37,TCP,50947,80,4,['TCP']
54.251.106.37,192.168.18.114,TCP,80,50947,4,['TCP']
192.168.18.114,54.251.106.37,DATA,50947,80,1,['DATA']
54.251.106.37,192.168.18.114,DATA,80,50947,1,['DATA']
192.168.18.114,49.231.57.19,TCP,50948,443,8,['TCP']
49.231.57.19,192.168.18.114,TCP,443,50948,5,['TCP']
192.168.18.114,49.231.57.19,TLS,50948,443,5,['TLS']
49.231.57.19,192.168.18.114,TLS,443,50948,9,['TLS']
192.168.18.114,3.233.158.26,TCP,50949,443,6,['TCP']
192.168.18.114,3.233.158.26,TCP,50950,443,5,['TCP']
3.233.158.26,192.168.18.114,TCP,443,50949,7,['TCP']
192.168.18.114,3.233.158.26,TLS,50949,443,7,['TLS']
3.233.158.26,192.168.18.114,TCP,443,50950,8,['TCP']
192.168.18.114,3.233.158.26,TLS,50950,443,3,['TLS']
3.233.158.26,192.168.18.114,TLS,443,50949,6,['TLS']
3.233.158.26,192.168.18.114,TLS,443,50950,3,['TLS']
192.168.18.114,54.179.136.136,TCP,50951,80,4,['TCP']
54.179.136.136,192.168.18.114,TCP,80,50951,5,['TCP']
192.168.18.114,54.179.136.136,URLENCODED-FORM,50951,80,1,['URLENCODED-FORM']
54.179.136.136,192.168.18.114,DATA,80,50951,1,['DATA']
192.168.18.114,180.163.243.108,TCP,50952,80,4,['TCP']
180.163.243.108,192.168.18.114,TCP,80,50952,4,['TCP']
192.168.18.114,180.163.243.108,HTTP,50952,80,1,['HTTP']
180.163.243.108,192.168.18.114,DATA,80,50952,1,['DATA']
192.168.18.114,204.79.197.239,DATA,50942,443,2,['DATA']
192.168.18.114,142.250.71.195,TCP,50953,443,8,['TCP']
142.250.71.195,192.168.18.114,TCP,443,50953,15,['TCP']
192.168.18.114,142.250.71.195,TLS,50953,443,15,['TLS']
142.250.71.195,192.168.18.114,TLS,443,50953,19,['TLS']
192.168.18.114,104.18.32.47,_WS.MALFORMED,50886,443,1,['_WS.MALFORMED']
192.168.18.114,3.233.158.26,DATA,50949,443,1,['DATA']
192.168.18.114,3.233.158.26,DATA,50950,443,2,['DATA']
192.168.18.114,149.154.164.13,TCP,50954,443,5,['TCP']
149.154.164.13,192.168.18.114,TCP,443,50954,7,['TCP']
192.168.18.114,149.154.164.13,TLS,50954,443,3,['TLS']
149.154.164.13,192.168.18.114,TLS,443,50954,5,['TLS']
192.168.18.114,54.251.106.37,_WS.MALFORMED,52273,53,1,['_WS.MALFORMED']
54.251.106.37,192.168.18.114,_WS.MALFORMED,53,52273,1,['_WS.MALFORMED']
192.168.18.114,172.67.147.1,TCP,50955,443,6,['TCP']
172.67.147.1,192.168.18.114,TCP,443,50955,6,['TCP']
192.168.18.114,172.67.147.1,TLS,50955,443,3,['TLS']
172.67.147.1,192.168.18.114,TLS,443,50955,5,['TLS']
192.168.18.114,172.67.147.1,TCP,50956,443,6,['TCP']
172.67.147.1,192.168.18.114,TCP,443,50956,6,['TCP']
192.168.18.114,172.67.147.1,TLS,50956,443,3,['TLS']
172.67.147.1,192.168.18.114,TLS,443,50956,5,['TLS']
192.168.18.114,142.250.71.195,DATA,50953,443,5,['DATA']
192.168.18.114,52.21.150.162,TCP,50957,443,5,['TCP']
52.21.150.162,192.168.18.114,TCP,443,50957,7,['TCP']
192.168.18.114,52.21.150.162,TLS,50957,443,4,['TLS']
52.21.150.162,192.168.18.114,TLS,443,50957,6,['TLS']
192.168.18.114,3.233.158.25,TCP,50958,443,6,['TCP']
192.168.18.114,3.233.158.25,TCP,50959,443,5,['TCP']
3.233.158.25,192.168.18.114,TCP,443,50958,8,['TCP']
192.168.18.114,3.233.158.25,TLS,50958,443,7,['TLS']
3.233.158.25,192.168.18.114,TCP,443,50959,7,['TCP']
192.168.18.114,3.233.158.25,TLS,50959,443,3,['TLS']
3.233.158.25,192.168.18.114,TLS,443,50958,6,['TLS']
3.233.158.25,192.168.18.114,TLS,443,50959,3,['TLS']
192.168.18.114,125.56.219.3,TCP,50960,443,96,['TCP']
125.56.219.3,192.168.18.114,TCP,443,50960,67,['TCP']
192.168.18.114,125.56.219.3,TLS,50960,443,46,['TLS']
192.168.18.114,125.56.219.3,TCP,50961,443,6,['TCP']
125.56.219.3,192.168.18.114,TLS,443,50960,37,['TLS']
125.56.219.3,192.168.18.114,TCP,443,50961,7,['TCP']
192.168.18.114,125.56.219.3,TLS,50961,443,4,['TLS']
192.168.18.114,23.32.29.89,TCP,50963,443,8,['TCP']
192.168.18.114,23.32.29.89,TCP,50962,443,6,['TCP']
192.168.18.114,23.32.29.89,TCP,50964,443,8,['TCP']
192.168.18.114,23.32.29.89,TCP,50965,443,18,['TCP']
192.168.18.114,23.32.29.89,TCP,50966,443,7,['TCP']
192.168.18.114,23.32.29.89,TCP,50967,443,7,['TCP']
125.56.219.3,192.168.18.114,TLS,443,50961,7,['TLS']
23.32.29.89,192.168.18.114,TCP,443,50963,7,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50965,14,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50962,7,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50964,7,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50967,8,['TCP']
23.32.29.89,192.168.18.114,TCP,443,50966,7,['TCP']
192.168.18.114,23.32.29.89,TLS,50965,443,10,['TLS']
192.168.18.114,23.32.29.89,TLS,50963,443,4,['TLS']
192.168.18.114,23.32.29.89,TLS,50967,443,4,['TLS']
192.168.18.114,23.32.29.89,TLS,50962,443,4,['TLS']
192.168.18.114,23.32.29.89,TLS,50964,443,4,['TLS']
192.168.18.114,23.32.29.89,TLS,50966,443,4,['TLS']
23.32.29.89,192.168.18.114,TLS,443,50965,18,['TLS']
23.32.29.89,192.168.18.114,TLS,443,50967,7,['TLS']
23.32.29.89,192.168.18.114,TLS,443,50966,7,['TLS']
23.32.29.89,192.168.18.114,TLS,443,50962,7,['TLS']
23.32.29.89,192.168.18.114,TLS,443,50964,7,['TLS']
23.32.29.89,192.168.18.114,TLS,443,50963,7,['TLS']
192.168.18.114,23.52.171.234,TCP,50971,443,7,['TCP']
192.168.18.114,23.52.171.234,TCP,50969,443,8,['TCP']
192.168.18.114,23.52.171.234,TCP,50968,443,8,['TCP']
192.168.18.114,23.52.171.234,TCP,50970,443,148,['TCP']
23.52.171.234,192.168.18.114,TCP,443,50970,287,['TCP']
23.52.171.234,192.168.18.114,TCP,443,50968,9,['TCP']
23.52.171.234,192.168.18.114,TCP,443,50971,7,['TCP']
23.52.171.234,192.168.18.114,TCP,443,50969,9,['TCP']
192.168.18.114,23.52.171.234,TLS,50970,443,8,['TLS']
192.168.18.114,23.52.171.234,TLS,50971,443,4,['TLS']
192.168.18.114,23.52.171.234,TLS,50969,443,4,['TLS']
192.168.18.114,23.52.171.234,TLS,50968,443,4,['TLS']
23.52.171.234,192.168.18.114,TLS,443,50970,41,['TLS']
23.52.171.234,192.168.18.114,TLS,443,50968,7,['TLS']
23.52.171.234,192.168.18.114,TLS,443,50971,7,['TLS']
23.52.171.234,192.168.18.114,TLS,443,50969,7,['TLS']
192.168.18.114,172.64.155.209,_WS.MALFORMED,50885,443,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,_WS.MALFORMED,54608,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,54609,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50972,80,6,['TCP']
54.255.188.12,192.168.18.114,TCP,80,50972,5,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50972,80,1,['MIME_MULTIPART']
54.254.188.33,192.168.18.114,DATA,1053,54609,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,54608,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,TCP,50973,80,6,['TCP']
192.168.18.114,54.254.188.33,DATA,54610,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,54611,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50972,1,['DATA']
54.255.188.12,192.168.18.114,TCP,80,50973,5,['TCP']
54.254.188.33,192.168.18.114,DATA,1053,54610,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,54611,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50973,80,1,['MIME_MULTIPART']
54.255.188.12,192.168.18.114,DATA,80,50973,1,['DATA']
192.168.18.114,204.79.197.222,TCP,50974,443,7,['TCP']
204.79.197.222,192.168.18.114,TCP,443,50974,15,['TCP']
192.168.18.114,204.79.197.222,TLS,50974,443,7,['TLS']
204.79.197.222,192.168.18.114,TLS,443,50974,19,['TLS']
192.168.18.114,8.8.8.8,DNS,53090,53,2,['DNS']
8.8.8.8,192.168.18.114,DNS,53,53090,2,['DNS']
192.168.18.114,13.107.4.254,TCP,50975,443,8,['TCP']
13.107.4.254,192.168.18.114,TCP,443,50975,11,['TCP']
192.168.18.114,13.107.4.254,TLS,50975,443,7,['TLS']
13.107.4.254,192.168.18.114,TLS,443,50975,10,['TLS']
192.168.18.114,13.107.18.254,TCP,50976,443,7,['TCP']
13.107.18.254,192.168.18.114,TCP,443,50976,11,['TCP']
192.168.18.114,13.107.18.254,TLS,50976,443,7,['TLS']
13.107.18.254,192.168.18.114,TLS,443,50976,11,['TLS']
192.168.18.114,100.127.1.12,DNS,55534,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,55534,1,['DNS']
192.168.18.114,13.107.5.93,TCP,50977,443,6,['TCP']
13.107.5.93,192.168.18.114,TCP,443,50977,13,['TCP']
192.168.18.114,13.107.5.93,TLS,50977,443,8,['TLS']
13.107.5.93,192.168.18.114,TLS,443,50977,12,['TLS']
192.168.18.114,8.8.8.8,DNS,57728,53,1,['DNS']
192.168.18.114,52.113.196.254,TCP,50978,443,6,['TCP']
52.113.196.254,192.168.18.114,TCP,443,50978,11,['TCP']
192.168.18.114,52.113.196.254,TLS,50978,443,7,['TLS']
8.8.8.8,192.168.18.114,DNS,53,57728,1,['DNS']
52.113.196.254,192.168.18.114,TLS,443,50978,10,['TLS']
192.168.18.114,54.254.188.33,_WS.MALFORMED,65115,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,TCP,50979,80,6,['TCP']
192.168.18.114,54.254.188.33,DATA,65116,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,65115,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,65116,1,['DATA']
54.255.188.12,192.168.18.114,TCP,80,50979,5,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50979,80,1,['MIME_MULTIPART']
192.168.18.114,54.254.188.33,_WS.MALFORMED,65117,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,65118,1053,1,['DATA']
54.255.188.12,192.168.18.114,DATA,80,50979,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,65117,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,65119,53,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,65118,1,['DATA']
192.168.18.114,54.255.188.12,DATA,65120,1053,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,65119,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,65120,1,['DATA']
192.168.18.114,100.127.1.12,DNS,50833,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,61437,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,50833,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,61437,1,['DNS']
192.168.18.114,117.18.232.200,TCP,50980,443,9,['TCP']
117.18.232.200,192.168.18.114,TCP,443,50980,40,['TCP']
192.168.18.114,117.18.232.200,TLS,50980,443,7,['TLS']
117.18.232.200,192.168.18.114,TLS,443,50980,13,['TLS']
192.168.18.114,100.127.1.12,DNS,64361,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,58541,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,64361,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,58541,1,['DNS']
192.168.18.114,13.107.246.73,TCP,50981,443,8,['TCP']
13.107.246.73,192.168.18.114,TCP,443,50981,12,['TCP']
192.168.18.114,13.107.246.73,TLS,50981,443,9,['TLS']
13.107.246.73,192.168.18.114,TLS,443,50981,12,['TLS']
192.168.18.114,54.254.188.33,_WS.MALFORMED,58542,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,TCP,50982,80,6,['TCP']
192.168.18.114,54.254.188.33,DATA,58543,1053,1,['DATA']
54.255.188.12,192.168.18.114,TCP,80,50982,5,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50982,80,1,['MIME_MULTIPART']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,58542,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,58543,1,['DATA']
192.168.18.114,54.254.188.33,DATA,58545,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,58544,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50982,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50983,80,6,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,58546,53,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,58547,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,58544,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,58545,1,['DATA']
192.168.18.114,54.255.188.12,_WS.MALFORMED,58548,53,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,DATA,58549,1053,1,['DATA']
54.255.188.12,192.168.18.114,TCP,80,50983,5,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50983,80,1,['MIME_MULTIPART']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,58548,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,58550,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,58549,1,['DATA']
192.168.18.114,54.255.188.12,DATA,58551,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,58546,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,58547,1,['DATA']
192.168.18.114,54.254.188.33,DATA,58552,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,58553,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50983,1,['DATA']
54.255.188.12,192.168.18.114,DATA,1053,58551,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,58550,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,58554,1053,1,['DATA']
192.168.18.114,54.255.188.12,TCP,50984,80,6,['TCP']
192.168.18.114,54.254.188.33,_WS.MALFORMED,58555,53,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,58552,1,['DATA']
192.168.18.114,54.255.188.12,DATA,58556,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,58553,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,58557,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,TCP,80,50984,5,['TCP']
192.168.18.114,54.255.188.12,MIME_MULTIPART,50984,80,1,['MIME_MULTIPART']
54.255.188.12,192.168.18.114,DATA,1053,58556,1,['DATA']
54.254.188.33,192.168.18.114,DATA,1053,58554,1,['DATA']
192.168.18.114,54.255.188.12,DATA,58558,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,58555,1,['_WS.MALFORMED']
192.168.18.114,54.254.188.33,DATA,58559,1053,1,['DATA']
192.168.18.114,54.254.188.33,_WS.MALFORMED,58560,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,58557,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,58561,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,80,50984,1,['DATA']
54.255.188.12,192.168.18.114,DATA,1053,58558,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,58561,1,['_WS.MALFORMED']
54.254.188.33,192.168.18.114,DATA,1053,58559,1,['DATA']
192.168.18.114,54.255.188.12,DATA,58562,1053,1,['DATA']
54.254.188.33,192.168.18.114,_WS.MALFORMED,53,58560,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,58563,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,58563,1,['_WS.MALFORMED']
192.168.18.114,54.255.188.12,_WS.MALFORMED,58564,53,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,58562,1,['DATA']
192.168.18.114,54.255.188.12,DATA,58565,1053,1,['DATA']
54.255.188.12,192.168.18.114,_WS.MALFORMED,53,58564,1,['_WS.MALFORMED']
54.255.188.12,192.168.18.114,DATA,1053,58565,1,['DATA']
192.168.18.114,100.127.1.12,DNS,53737,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,54912,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,53737,1,['DNS']
192.168.18.114,104.46.162.225,TCP,50985,443,203,['TCP']
100.127.1.12,192.168.18.114,DNS,53,54912,1,['DNS']
192.168.18.114,100.127.1.12,DNS,59809,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,62232,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,59809,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,62232,1,['DNS']
192.168.18.114,13.107.42.18,TCP,50986,443,37,['TCP']
13.107.42.18,192.168.18.114,TCP,443,50986,500,['TCP']
192.168.18.114,13.107.42.18,TLS,50986,443,11,['TLS']
104.46.162.225,192.168.18.114,TCP,443,50985,122,['TCP']
192.168.18.114,104.46.162.225,TLS,50985,443,67,['TLS']
13.107.42.18,192.168.18.114,TLS,443,50986,147,['TLS']
104.46.162.225,192.168.18.114,TLS,443,50985,21,['TLS']
192.168.18.114,100.127.1.12,DNS,54623,53,1,['DNS']
192.168.18.114,100.127.1.12,DNS,60295,53,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,54623,1,['DNS']
100.127.1.12,192.168.18.114,DNS,53,60295,1,['DNS']
192.168.18.114,100.127.1.12,DNS,62906,53,1,['DNS']
